scenario,sample_id,P01_R1,P01_R2,P01_R3,P01_R4,P01_R5,P01_R6,P02_R1,P02_R2,P02_R3,P02_R4,P02_R5,P02_R6,P03_R1,P03_R2,P03_R3,P03_R4,P03_R5,P03_R6,P04_R1,P04_R2,P04_R3,P04_R4,P04_R5,P04_R6,P05_R1,P05_R2,P05_R3,P05_R4,P05_R5,P05_R6,P06_R1,P06_R2,P06_R3,P06_R4,P06_R5,P06_R6,P07_R1,P07_R2,P07_R3,P07_R4,P07_R5,P07_R6,P08_R1,P08_R2,P08_R3,P08_R4,P08_R5,P08_R6,P09_R1,P09_R2,P09_R3,P09_R4,P09_R5,P09_R6,P10_R1,P10_R2,P10_R3,P10_R4,P10_R5,P10_R6,P11_R1,P11_R2,P11_R3,P11_R4,P11_R5,P11_R6,P12_R1,P12_R2,P12_R3,P12_R4,P12_R5,P12_R6,P13_R1,P13_R2,P13_R3,P13_R4,P13_R5,P13_R6,P14_R1,P14_R2,P14_R3,P14_R4,P14_R5,P14_R6,P15_R1,P15_R2,P15_R3,P15_R4,P15_R5,P15_R6,P16_R1,P16_R2,P16_R3,P16_R4,P16_R5,P16_R6,P17_R1,P17_R2,P17_R3,P17_R4,P17_R5,P17_R6,P18_R1,P18_R2,P18_R3,P18_R4,P18_R5,P18_R6,P19_R1,P19_R2,P19_R3,P19_R4,P19_R5,P19_R6,P20_R1,P20_R2,P20_R3,P20_R4,P20_R5,P20_R6,P21_R1,P21_R2,P21_R3,P21_R4,P21_R5,P21_R6,P22_R1,P22_R2,P22_R3,P22_R4,P22_R5,P22_R6
5,6,36,12,10,12,2,0,52,19,39,19,0,0,26,8,8,7,0,0,37,12,30,12,0,0,22,8,6,8,0,0,37,12,32,13,0,0,12,4,5,3,0,0,17,6,19,6,0,0,12,3,5,4,0,0,18,6,20,6,0,0,12,4,5,4,0,0,18,7,20,6,0,0,12,4,4,4,0,0,17,6,21,6,0,0,10,5,5,4,0,0,18,6,20,6,0,0,12,4,5,4,0,0,18,6,20,6,0,0,24,8,0,9,0,7,34,13,0,13,0,7,34,12,0,12,0,7,47,17,0,17,0,0
5,7,36,11,8,12,2,0,50,18,37,19,0,0,22,9,8,7,0,0,34,12,29,12,0,0,23,7,6,8,0,0,35,12,31,13,0,0,12,4,5,4,0,0,18,6,20,5,0,0,11,4,5,4,0,0,19,6,20,6,0,0,12,4,5,4,0,0,17,5,20,6,0,0,13,4,5,4,0,0,17,6,20,6,0,0,12,4,5,4,0,0,18,6,20,6,0,0,13,4,5,4,0,0,18,6,20,6,0,0,22,8,0,8,0,8,37,11,0,11,0,7,40,11,0,13,0,6,46,14,0,14,0,0
5,8,36,12,10,12,2,0,51,19,39,17,0,0,24,7,7,8,0,0,36,11,30,13,0,0,25,9,8,9,0,0,34,13,30,12,0,0,12,4,5,4,0,0,18,6,20,6,0,0,12,4,5,5,0,0,17,6,20,6,0,0,12,4,5,4,0,0,19,6,21,6,0,0,12,4,5,4,0,0,18,6,19,7,0,0,11,4,5,4,0,0,19,6,21,6,0,0,12,4,5,4,0,0,18,6,19,7,0,0,23,9,0,8,0,8,38,12,0,14,0,7,35,11,0,11,0,7,43,16,0,16,0,0
5,9,39,12,11,12,2,0,57,17,40,18,0,0,25,8,7,8,0,0,33,13,29,12,0,0,24,9,6,8,0,0,36,12,32,11,0,0,13,4,5,4,0,0,18,6,20,5,0,0,12,4,5,4,0,0,16,6,19,5,0,0,10,4,5,4,0,0,19,6,21,6,0,0,12,3,5,4,0,0,18,6,20,6,0,0,13,4,5,4,0,0,17,6,20,6,0,0,12,4,5,4,0,0,19,6,20,6,0,0,22,8,0,7,0,7,37,13,0,13,0,6,35,14,0,11,0,7,46,15,0,14,0,0
6,0,36,12,11,13,2,0,55,19,40,18,0,0,23,7,8,8,0,0,37,12,31,12,0,0,25,8,7,8,0,0,37,12,30,12,0,0,27,9,8,8,0,0,37,12,30,12,0,0,24,6,8,8,0,0,38,12,29,12,0,0,23,8,8,9,0,0,35,12,29,12,0,0,25,8,8,8,0,0,38,12,30,11,0,0,23,8,8,8,0,0,36,12,29,12,0,0,22,9,7,8,0,0,34,12,31,12,0,0,46,16,0,14,0,9,57,18,0,16,0,7,47,20,0,18,0,6,62,25,0,25,0,0
6,1,34,15,10,13,2,0,54,18,39,18,0,0,24,8,7,8,0,0,33,11,31,12,0,0,24,7,7,8,0,0,34,12,31,13,0,0,23,9,7,8,0,0,35,12,30,13,0,0,23,8,7,8,0,0,36,11,30,12,0,0,24,8,8,9,0,0,35,13,29,12,0,0,25,7,8,8,0,0,35,13,29,11,0,0,24,8,7,9,0,0,37,11,29,12,0,0,25,6,9,8,0,0,36,13,32,13,0,0,50,16,0,16,0,8,52,15,0,18,0,7,54,18,0,17,0,8,68,24,0,23,0,0
6,2,33,12,10,13,2,0,52,18,41,18,0,0,23,9,8,8,0,0,35,11,29,12,0,0,23,8,7,7,0,0,37,12,30,11,0,0,23,8,8,9,0,0,35,11,30,11,0,0,23,9,8,8,0,0,34,12,31,12,0,0,26,9,8,8,0,0,37,13,30,12,0,0,23,8,7,8,0,0,38,11,32,13,0,0,23,8,8,9,0,0,37,11,31,12,0,0,24,8,8,9,0,0,35,11,30,12,0,0,49,18,0,17,0,9,50,18,0,20,0,8,53,16,0,18,0,7,71,22,0,26,0,0
6,3,39,14,10,11,2,0,51,19,40,18,0,0,21,7,8,8,0,0,36,12,32,12,0,0,24,8,9,7,0,0,37,12,31,12,0,0,24,8,9,9,0,0,35,12,30,11,0,0,24,8,7,9,0,0,37,12,30,13,0,0,25,8,7,8,0,0,35,11,32,12,0,0,25,8,7,8,0,0,34,14,29,11,0,0,23,9,8,7,0,0,38,12,31,12,0,0,27,9,7,9,0,0,37,12,28,12,0,0,46,17,0,17,0,9,58,18,0,19,0,7,53,16,0,16,0,7,72,23,0,23,0,0
6,4,35,11,10,12,2,0,54,18,38,18,0,0,25,7,8,8,0,0,36,13,30,13,0,0,23,8,8,7,0,0,37,14,30,12,0,0,24,8,7,8,0,0,34,13,30,12,0,0,25,7,7,8,0,0,37,12,30,12,0,0,25,8,7,8,0,0,34,12,30,14,0,0,24,7,7,8,0,0,38,12,28,13,0,0,22,8,7,8,0,0,37,12,30,12,0,0,24,8,8,9,0,0,37,12,28,12,0,0,49,17,0,15,0,8,56,20,0,17,0,7,54,18,0,19,0,9,69,25,0,23,0,0
6,5,36,12,12,12,2,0,50,18,40,19,0,0,25,8,7,7,0,0,34,12,29,12,0,0,23,8,8,7,0,0,33,12,30,12,0,0,23,8,8,9,0,0,33,12,30,11,0,0,26,8,7,8,0,0,35,11,30,13,0,0,24,7,8,8,0,0,35,12,31,14,0,0,25,9,7,7,0,0,36,12,29,12,0,0,25,8,8,8,0,0,35,12,29,13,0,0,24,8,7,10,0,0,34,12,30,12,0,0,50,18,0,17,0,9,55,22,0,15,0,7,57,18,0,16,0,8,75,24,0,23,0,0
6,6,38,12,9,11,2,0,52,17,39,17,0,0,22,9,8,7,0,0,36,12,31,11,0,0,26,8,7,8,0,0,38,14,29,12,0,0,23,9,7,7,0,0,35,12,29,12,0,0,25,8,8,8,0,0,34,13,29,13,0,0,26,8,7,7,0,0,38,12,30,13,0,0,25,8,7,8,0,0,37,12,30,13,0,0,24,7,7,7,0,0,36,13,29,12,0,0,23,8,7,8,0,0,36,12,30,11,0,0,50,16,0,16,0,8,55,19,0,15,0,7,55,20,0,16,0,7,69,23,0,26,0,0
6,7,37,10,10,12,2,0,49,16,40,19,0,0,25,8,8,8,0,0,37,11,29,11,0,0,24,8,8,8,0,0,35,12,29,13,0,0,24,8,8,7,0,0,34,11,30,12,0,0,25,10,6,8,0,0,35,12,29,11,0,0,26,9,8,9,0,0,34,11,28,12,0,0,24,8,8,7,0,0,37,12,31,11,0,0,24,7,7,8,0,0,36,11,30,11,0,0,26,8,8,8,0,0,35,11,31,12,0,0,49,15,0,13,0,8,54,16,0,20,0,7,56,20,0,18,0,6,70,23,0,24,0,0
6,8,37,11,10,13,2,0,53,17,39,17,0,0,25,8,7,9,0,0,36,11,30,12,0,0,26,7,8,9,0,0,35,12,29,12,0,0,24,8,8,8,0,0,33,12,30,12,0,0,24,8,8,8,0,0,35,12,30,13,0,0,24,8,7,9,0,0,39,12,30,12,0,0,21,8,8,8,0,0,35,12,30,13,0,0,23,9,8,7,0,0,36,12,28,13,0,0,25,8,8,7,0,0,35,13,29,10,0,0,48,16,0,16,0,9,55,20,0,15,0,8,50,15,0,17,0,8,70,22,0,23,0,0
6,9,36,12,10,13,2,0,54,18,43,17,0,0,24,7,8,9,0,0,38,13,30,12,0,0,22,9,8,8,0,0,38,11,30,12,0,0,25,8,7,8,0,0,37,12,31,11,0,0,24,8,8,8,0,0,37,13,31,12,0,0,23,8,7,8,0,0,35,11,28,12,0,0,24,7,8,9,0,0,37,13,30,13,0,0,23,8,6,9,0,0,38,12,30,11,0,0,25,9,7,8,0,0,36,12,30,12,0,0,48,16,0,17,0,9,50,17,0,20,0,8,60,20,0,18,0,5,71,23,0,25,0,0
7,0,35,10,9,12,2,0,55,19,39,18,0,0,34,13,10,12,2,0,58,17,40,18,0,0,25,8,6,9,0,0,37,11,29,13,0,0,26,9,7,8,0,0,36,13,29,11,0,0,25,8,8,8,0,0,36,11,30,11,0,0,23,7,8,8,0,0,34,13,32,12,0,0,23,10,7,8,0,0,36,13,30,12,0,0,23,8,7,8,0,0,35,11,31,12,0,0,22,8,8,7,0,0,36,11,32,12,0,0,71,23,0,24,0,10,53,18,0,17,0,6,57,19,0,16,0,7,69,26,0,25,0,0
7,1,35,12,10,13,2,0,58,17,39,18,0,0,33,10,10,12,2,0,54,19,40,17,0,0,24,8,8,8,0,0,36,12,29,12,0,0,22,7,8,8,0,0,36,12,29,12,0,0,22,9,7,8,0,0,35,12,30,12,0,0,25,8,8,7,0,0,34,12,30,12,0,0,24,8,7,9,0,0,36,12,29,12,0,0,22,8,7,8,0,0,37,11,29,12,0,0,27,8,8,8,0,0,39,11,30,11,0,0,64,25,0,24,0,10,64,17,0,19,0,7,53,17,0,22,0,7,65,23,0,29,0,0
7,2,38,13,10,11,2,0,52,18,38,18,0,0,36,12,9,13,2,0,54,18,40,19,0,0,24,8,7,9,0,0,36,12,28,13,0,0,22,8,8,7,0,0,34,11,31,12,0,0,28,7,7,8,0,0,36,12,31,11,0,0,22,7,6,8,0,0,36,12,31,13,0,0,24,7,7,8,0,0,35,12,29,12,0,0,23,8,8,7,0,0,38,11,28,12,0,0,23,8,6,9,0,0,37,11,29,13,0,0,70,22,0,19,0,9,56,15,0,15,0,8,49,20,0,18,0,7,64,24,0,26,0,0
7,3,35,12,8,14,2,0,54,19,41,18,0,0,34,13,9,13,2,0,54,19,40,16,0,0,23,8,8,9,0,0,37,11,29,12,0,0,21,9,8,9,0,0,34,13,32,11,0,0,25,8,7,8,0,0,37,12,31,11,0,0,22,8,8,8,0,0,37,12,31,12,0,0,25,8,9,7,0,0,39,12,29,13,0,0,24,9,8,8,0,0,35,13,30,12,0,0,21,8,7,9,0,0,37,12,30,11,0,0,77,28,0,25,0,9,51,18,0,19,0,8,55,16,0,19,0,7,76,22,0,25,0,0
7,4,34,11,9,11,2,0,53,16,42,17,0,0,36,12,10,13,2,0,59,18,40,19,0,0,24,8,9,8,0,0,36,12,31,11,0,0,21,8,7,8,0,0,37,11,29,12,0,0,25,7,8,9,0,0,37,13,32,12,0,0,24,8,8,9,0,0,34,11,31,13,0,0,23,9,8,9,0,0,36,13,33,12,0,0,24,8,7,10,0,0,36,12,29,13,0,0,25,8,8,7,0,0,36,12,32,11,0,0,68,22,0,21,0,11,55,20,0,18,0,7,53,15,0,19,0,8,72,24,0,22,0,0
7,5,38,11,10,12,2,0,54,17,40,17,0,0,38,14,9,13,2,0,51,18,39,18,0,0,23,9,7,8,0,0,36,12,30,11,0,0,24,9,7,9,0,0,38,11,29,12,0,0,23,9,8,7,0,0,34,13,29,12,0,0,25,8,7,8,0,0,37,12,30,12,0,0,23,7,8,9,0,0,35,11,29,12,0,0,25,8,7,8,0,0,34,12,31,11,0,0,22,9,7,9,0,0,36,12,30,11,0,0,72,23,0,21,0,9,53,16,0,21,0,8,53,15,0,22,0,7,73,26,0,24,0,0
7,6,38,11,10,13,2,0,51,18,40,18,0,0,35,11,12,14,2,0,53,18,40,17,0,0,25,8,7,7,0,0,35,11,30,11,0,0,24,9,8,8,0,0,36,13,31,12,0,0,22,8,8,8,0,0,36,12,30,10,0,0,24,9,7,8,0,0,35,12,30,11,0,0,26,9,7,8,0,0,37,12,28,13,0,0,23,8,9,8,0,0,35,11,31,11,0,0,23,8,8,9,0,0,36,12,29,12,0,0,72,26,0,26,0,9,56,18,0,16,0,7,57,18,0,16,0,7,73,26,0,26,0,0
7,7,35,11,10,13,2,0,57,19,41,17,0,0,37,11,9,12,2,0,51,19,42,16,0,0,25,7,8,8,0,0,36,12,31,11,0,0,25,9,8,10,0,0,35,13,30,13,0,0,24,8,8,8,0,0,34,12,31,13,0,0,24,9,7,8,0,0,36,12,30,12,0,0,23,8,7,7,0,0,36,12,30,12,0,0,24,8,8,7,0,0,35,14,29,11,0,0,25,7,7,9,0,0,34,11,29,13,0,0,76,23,0,25,0,11,53,13,0,16,0,7,53,20,0,21,0,8,73,24,0,26,0,0
7,8,40,11,10,12,2,0,54,17,41,19,0,0,32,12,9,11,2,0,54,17,41,17,0,0,24,7,7,8,0,0,37,13,30,12,0,0,23,8,8,8,0,0,33,12,30,12,0,0,22,9,8,8,0,0,34,11,31,12,0,0,23,8,7,9,0,0,38,12,29,10,0,0,22,7,8,8,0,0,34,12,31,12,0,0,21,8,7,9,0,0,37,11,29,12,0,0,21,8,7,9,0,0,34,12,28,11,0,0,68,26,0,23,0,9,50,18,0,19,0,8,51,17,0,19,0,7,71,24,0,19,0,0
7,9,37,13,9,12,2,0,50,17,40,19,0,0,41,12,9,12,2,0,52,19,41,17,0,0,25,9,8,8,0,0,35,13,29,12,0,0,22,9,7,9,0,0,37,11,31,13,0,0,25,7,7,8,0,0,35,13,30,10,0,0,24,8,7,8,0,0,37,13,30,12,0,0,24,8,7,8,0,0,37,13,31,12,0,0,25,7,8,8,0,0,35,12,27,11,0,0,24,8,7,7,0,0,35,12,31,12,0,0,76,25,0,23,0,9,54,20,0,19,0,7,58,18,0,21,0,8,77,24,0,24,0,0
8,0,48,14,14,15,2,0,70,23,50,22,0,0,35,12,10,10,0,0,57,18,42,18,0,0,34,12,10,11,0,0,57,17,38,19,0,0,47,15,11,18,2,0,75,25,50,22,0,0,34,12,9,12,0,0,55,19,38,20,0,0,38,12,11,14,0,0,51,18,37,18,0,0,37,12,10,10,0,0,55,19,39,18,0,0,33,12,10,11,0,0,52,18,41,17,0,0,35,12,9,14,0,0,52,17,39,20,0,0,74,22,0,26,0,10,53,17,0,19,0,8,67,28,0,24,0,8,93,34,0,25,0,0
8,1,45,14,12,17,2,0,70,24,50,25,0,0,38,12,9,11,0,0,53,18,40,19,0,0,36,12,10,11,0,0,52,16,39,18,0,0,46,16,13,17,2,0,75,22,49,26,0,0,36,10,9,12,0,0,52,18,40,19,0,0,35,13,11,13,0,0,55,16,41,19,0,0,36,14,11,13,0,0,56,18,37,18,0,0,39,11,10,11,0,0,58,20,39,18,0,0,35,13,10,13,0,0,55,21,39,16,0,0,71,21,0,21,0,9,51,19,0,17,0,8,69,23,0,25,0,6,97,33,0,38,0,0
8,2,50,16,13,18,2,0,78,24,53,23,0,0,36,12,9,11,0,0,52,19,41,18,0,0,38,12,11,12,0,0,54,18,41,18,0,0,51,14,12,17,2,0,75,23,50,26,0,0,39,14,10,13,0,0,52,17,37,20,0,0,34,12,9,13,0,0,53,17,41,17,0,0,34,10,9,12,0,0,50,17,40,17,0,0,40,14,9,13,0,0,56,17,38,18,0,0,36,12,10,11,0,0,52,18,41,17,0,0,75,20,0,23,0,9,52,22,0,16,0,7,72,25,0,31,0,7,93,32,0,27,0,0
8,3,53,16,12,15,2,0,77,27,50,24,0,0,38,13,9,11,0,0,51,18,41,17,0,0,35,11,9,13,0,0,52,18,38,18,0,0,48,15,12,16,2,0,77,23,50,25,0,0,44,11,10,11,0,0,53,17,38,18,0,0,33,13,10,12,0,0,53,18,40,17,0,0,35,11,9,10,0,0,57,17,42,19,0,0,33,11,12,14,0,0,54,18,39,18,0,0,34,10,9,12,0,0,52,18,39,17,0,0,75,24,0,24,0,10,59,17,0,17,0,7,76,27,0,27,0,9,88,34,0,31,0,0
8,4,44,18,11,15,2,0,72,26,54,24,0,0,38,12,10,12,0,0,54,19,39,18,0,0,36,13,9,12,0,0,58,19,42,18,0,0,49,17,14,13,2,0,71,23,48,23,0,0,33,14,10,12,0,0,55,19,41,19,0,0,35,12,11,11,0,0,54,18,41,16,0,0,38,12,10,13,0,0,57,19,42,19,0,0,37,12,11,13,0,0,53,18,40,17,0,0,39,12,11,10,0,0,53,18,42,18,0,0,73,22,0,22,0,9,52,19,0,16,0,8,65,22,0,18,0,8,94,33,0,28,0,0
8,5,46,16,12,14,2,0,73,25,51,24,0,0,32,12,10,14,0,0,55,20,41,17,0,0,36,12,9,12,0,0,54,20,37,19,0,0,45,14,13,17,2,0,78,25,50,24,0,0,39,11,10,12,0,0,50,18,37,18,0,0,38,12,11,11,0,0,57,19,38,21,0,0,36,11,9,12,0,0,54,18,40,19,0,0,35,10,10,10,0,0,55,17,40,19,0,0,34,13,10,14,0,0,53,17,41,18,0,0,69,23,0,24,0,8,54,19,0,18,0,7,71,26,0,24,0,8,93,30,0,31,0,0
8,6,39,17,13,14,2,0,74,20,52,23,0,0,37,13,9,13,0,0,53,16,42,17,0,0,34,12,10,12,0,0,55,17,39,18,0,0,53,16,13,16,2,0,72,25,52,24,0,0,39,11,10,11,0,0,55,18,41,17,0,0,36,13,9,14,0,0,53,16,40,18,0,0,36,13,10,12,0,0,55,18,42,17,0,0,36,12,11,11,0,0,50,18,40,19,0,0,33,13,12,12,0,0,51,18,40,19,0,0,70,27,0,22,0,10,47,18,0,24,0,6,72,24,0,24,0,7,103,33,0,34,0,0
8,7,52,16,13,15,2,0,71,23,49,25,0,0,35,12,10,10,0,0,51,18,39,19,0,0,38,13,11,12,0,0,55,17,43,20,0,0,48,17,14,16,2,0,72,24,49,22,0,0,37,13,10,13,0,0,52,17,40,18,0,0,38,11,11,14,0,0,54,19,39,19,0,0,38,13,10,9,0,0,53,17,39,18,0,0,35,11,9,11,0,0,56,17,39,18,0,0,37,12,8,13,0,0,57,17,39,18,0,0,70,24,0,20,0,11,51,20,0,19,0,8,71,23,0,25,0,8,101,33,0,28,0,0
8,8,56,17,14,18,2,0,72,22,50,26,0,0,35,12,11,11,0,0,53,17,39,17,0,0,34,13,9,12,0,0,53,19,42,19,0,0,49,16,12,19,2,0,75,23,52,25,0,0,40,12,9,11,0,0,54,18,39,16,0,0,37,14,10,13,0,0,55,18,41,18,0,0,35,11,10,12,0,0,53,18,41,19,0,0,39,12,9,12,0,0,54,16,42,18,0,0,37,13,10,13,0,0,54,18,39,20,0,0,71,25,0,20,0,10,54,18,0,19,0,6,75,22,0,24,0,8,96,29,0,35,0,0
8,9,50,16,12,16,2,0,68,25,48,23,0,0,37,11,10,10,0,0,55,20,44,18,0,0,38,10,11,13,0,0,53,19,40,18,0,0,49,15,13,15,2,0,74,23,48,23,0,0,36,11,9,14,0,0,52,18,40,18,0,0,37,13,10,11,0,0,57,18,42,16,0,0,36,14,10,12,0,0,55,17,40,18,0,0,35,13,10,12,0,0,56,18,39,17,0,0,36,11,10,11,0,0,59,15,40,20,0,0,72,26,0,24,0,8,55,16,0,16,0,8,82,25,0,23,0,8,104,31,0,26,0,0
9,0,38,10,10,12,2,0,56,18,38,16,0,0,26,8,8,8,0,0,35,11,30,11,0,0,23,8,8,8,0,0,37,13,31,12,0,0,24,7,8,9,0,0,36,13,28,11,0,0,25,8,8,8,0,0,35,12,28,11,0,0,25,9,8,7,0,0,35,11,31,12,0,0,22,8,7,9,0,0,35,11,28,12,0,0,23,7,8,8,0,0,36,13,31,11,0,0,23,9,8,8,0,0,35,12,29,12,0,0,51,15,0,14,0,9,55,18,0,17,0,7,55,17,0,16,0,7,72,24,0,17,0,0
9,1,35,14,9,12,2,0,55,17,39,17,0,0,23,10,8,9,0,0,37,11,30,13,0,0,23,9,8,9,0,0,35,11,30,13,0,0,21,7,8,8,0,0,36,13,29,11,0,0,27,7,7,9,0,0,35,12,30,13,0,0,24,9,6,9,0,0,35,13,30,12,0,0,25,9,8,7,0,0,35,12,30,12,0,0,21,8,7,7,0,0,35,12,26,12,0,0,23,8,7,8,0,0,38,13,31,12,0,0,49,16,0,16,0,8,59,18,0,19,0,8,49,19,0,20,0,6,70,26,0,22,0,0
9,2,39,12,10,11,2,0,53,18,42,19,0,0,23,9,7,7,0,0,36,13,30,12,0,0,26,7,7,7,0,0,37,12,32,12,0,0,23,8,8,7,0,0,40,12,30,12,0,0,25,8,7,8,0,0,37,11,31,12,0,0,25,9,8,8,0,0,37,12,30,12,0,0,23,10,7,7,0,0,38,12,29,12,0,0,26,8,9,7,0,0,37,13,31,12,0,0,24,8,8,8,0,0,37,11,30,11,0,0,47,17,0,16,0,9,54,18,0,17,0,8,54,16,0,16,0,7,76,21,0,23,0,0
9,3,32,11,10,11,2,0,53,18,42,20,0,0,21,8,7,8,0,0,35,12,30,12,0,0,23,8,8,8,0,0,37,12,30,13,0,0,26,8,7,8,0,0,34,12,31,12,0,0,24,8,7,8,0,0,36,12,30,12,0,0,23,8,7,9,0,0,38,11,30,12,0,0,24,9,7,8,0,0,37,11,29,11,0,0,23,6,8,9,0,0,36,11,29,12,0,0,23,9,8,7,0,0,37,13,32,14,0,0,46,20,0,16,0,9,52,19,0,15,0,8,54,18,0,19,0,6,74,23,0,24,0,0
9,4,33,11,9,11,2,0,51,18,38,17,0,0,25,7,8,8,0,0,36,12,31,13,0,0,24,8,7,8,0,0,36,12,30,12,0,0,23,8,8,9,0,0,34,13,30,12,0,0,23,8,8,7,0,0,37,13,30,13,0,0,24,9,6,10,0,0,38,12,28,12,0,0,22,8,8,7,0,0,38,13,31,12,0,0,22,9,7,7,0,0,38,13,30,13,0,0,24,8,7,9,0,0,35,12,29,12,0,0,50,15,0,15,0,10,56,17,0,17,0,7,51,19,0,18,0,7,70,24,0,28,0,0
9,5,34,12,10,12,2,0,54,20,41,17,0,0,27,8,7,9,0,0,39,12,29,12,0,0,25,9,8,8,0,0,38,12,31,12,0,0,25,8,7,8,0,0,38,12,29,13,0,0,25,6,7,7,0,0,35,10,30,11,0,0,24,7,8,8,0,0,38,13,31,12,0,0,27,7,7,8,0,0,39,12,30,11,0,0,25,9,8,8,0,0,35,11,30,11,0,0,22,8,7,8,0,0,37,12,30,12,0,0,46,16,0,16,0,9,51,18,0,20,0,7,53,20,0,19,0,7,65,24,0,24,0,0
9,6,37,13,10,13,2,0,51,18,37,18,0,0,25,8,7,9,0,0,36,12,30,14,0,0,26,9,8,8,0,0,33,12,30,11,0,0,22,7,7,9,0,0,38,12,29,11,0,0,22,7,7,8,0,0,35,12,30,12,0,0,26,7,8,8,0,0,36,13,31,11,0,0,24,8,7,8,0,0,36,13,28,12,0,0,23,8,7,8,0,0,35,12,29,12,0,0,26,8,8,9,0,0,36,12,30,12,0,0,47,14,0,17,0,9,51,19,0,16,0,8,57,18,0,14,0,8,74,22,0,24,0,0
9,7,39,12,9,12,2,0,57,19,40,15,0,0,24,8,8,8,0,0,34,12,31,12,0,0,25,8,7,8,0,0,36,12,31,12,0,0,27,9,8,5,0,0,38,12,29,12,0,0,23,8,7,7,0,0,36,12,31,11,0,0,23,8,8,9,0,0,33,12,29,11,0,0,25,8,8,9,0,0,35,12,32,12,0,0,25,8,7,7,0,0,35,13,31,13,0,0,23,9,7,8,0,0,36,12,31,12,0,0,45,16,0,15,0,9,53,16,0,14,0,7,59,20,0,18,0,7,70,27,0,24,0,0
9,8,31,12,11,11,2,0,51,19,39,18,0,0,22,8,9,9,0,0,35,13,30,13,0,0,25,6,7,9,0,0,36,11,29,11,0,0,24,9,8,9,0,0,37,13,32,12,0,0,24,9,8,8,0,0,35,12,31,13,0,0,22,9,7,8,0,0,35,14,30,11,0,0,25,9,7,9,0,0,35,12,28,11,0,0,27,9,8,9,0,0,36,12,30,12,0,0,24,9,8,8,0,0,37,12,29,11,0,0,48,16,0,16,0,11,50,14,0,19,0,7,56,21,0,15,0,7,74,28,0,26,0,0
9,9,34,11,10,13,2,0,53,19,40,19,0,0,25,9,8,8,0,0,35,12,28,12,0,0,24,7,7,9,0,0,36,12,30,12,0,0,26,8,7,9,0,0,37,12,29,12,0,0,24,9,7,7,0,0,37,13,30,12,0,0,24,8,8,8,0,0,36,13,28,13,0,0,22,8,7,8,0,0,37,11,30,12,0,0,24,8,8,8,0,0,35,12,31,12,0,0,23,8,7,9,0,0,35,11,29,11,0,0,48,15,0,17,0,9,55,18,0,18,0,7,58,18,0,15,0,7,74,28,0,22,0,0
10,0,32,12,9,11,2,0,56,18,39,20,0,0,34,10,10,11,0,0,56,18,41,19,0,0,33,11,10,14,0,0,53,17,41,17,0,0,36,10,11,11,0,0,53,18,43,17,0,0,40,13,10,11,0,0,55,17,42,17,0,0,36,11,9,13,0,0,55,19,38,19,0,0,41,12,11,12,0,0,51,18,41,17,0,0,35,13,10,13,0,0,55,18,39,18,0,0,34,13,10,13,0,0,54,18,39,17,0,0,66,22,0,23,0,10,53,16,0,15,0,8,58,19,0,19,0,7,74,23,0,21,0,0
10,1,36,12,11,12,2,0,53,17,39,19,0,0,36,13,10,12,0,0,59,18,42,18,0,0,38,13,10,10,0,0,54,19,41,18,0,0,32,11,10,12,0,0,57,18,41,18,0,0,34,10,10,12,0,0,53,16,41,18,0,0,37,14,9,11,0,0,54,19,38,20,0,0,36,12,10,12,0,0,56,17,40,18,0,0,34,15,10,13,0,0,56,17,42,15,0,0,34,12,10,12,0,0,54,18,39,17,0,0,74,25,0,27,0,10,53,20,0,20,0,7,57,19,0,17,0,7,77,26,0,22,0,0
10,2,39,11,10,11,2,0,56,18,40,16,0,0,31,12,10,11,0,0,52,19,41,18,0,0,38,11,10,14,0,0,54,18,43,17,0,0,38,14,10,13,0,0,52,17,41,19,0,0,38,14,10,13,0,0,53,19,40,18,0,0,37,10,9,12,0,0,50,19,41,18,0,0,34,13,11,12,0,0,55,18,41,18,0,0,36,13,12,11,0,0,54,17,42,17,0,0,33,13,11,13,0,0,54,18,42,17,0,0,72,23,0,22,0,10,56,19,0,18,0,7,53,18,0,19,0,7,71,30,0,26,0,0
10,3,36,12,10,12,2,0,53,18,40,19,0,0,33,11,11,12,0,0,56,20,39,18,0,0,35,10,10,13,0,0,55,19,39,17,0,0,39,12,10,12,0,0,57,19,38,17,0,0,37,12,10,13,0,0,54,18,41,18,0,0,39,11,10,13,0,0,51,18,42,19,0,0,36,11,11,13,0,0,52,17,40,19,0,0,35,13,10,10,0,0,53,18,40,17,0,0,32,11,11,13,0,0,57,17,38,18,0,0,74,25,0,20,0,10,56,20,0,18,0,7,56,19,0,18,0,7,74,25,0,25,0,0
10,4,37,11,11,11,2,0,55,17,39,17,0,0,35,13,10,12,0,0,53,17,42,19,0,0,34,13,10,12,0,0,55,17,40,18,0,0,35,13,11,11,0,0,50,16,40,17,0,0,36,12,9,10,0,0,55,18,39,16,0,0,37,13,10,11,0,0,54,17,41,18,0,0,32,12,10,12,0,0,53,17,41,17,0,0,31,12,11,12,0,0,58,18,40,18,0,0,36,12,10,13,0,0,52,17,39,20,0,0,74,25,0,22,0,10,55,16,0,18,0,7,56,15,0,19,0,7,69,24,0,25,0,0
